name	intensity-avg	volume
Left-Lateral-Ventricle	21.3071	6553.1
Left-Inf-Lat-Vent	42.5877	266.2
Left-Cerebellum-White-Matter	85.0717	14120.4
Left-Cerebellum-Cortex	57.7255	59041.8
Left-Thalamus-Proper	83.5236	6661.1
Left-Caudate	72.0966	3373.7
Left-Putamen	78.1998	4919.4
Left-Pallidum	95.3653	1872.5
3rd-Ventricle	33.9423	639.2
4th-Ventricle	23.3298	1478.8
Brain-Stem	84.3089	20021.7
Left-Hippocampus	59.8901	3877.1
Left-Amygdala	56.6697	1516.9
CSF	38.2995	693.1
Left-Accumbens-area	65.3564	695.4
Left-VentralDC	88.3017	3792.6
Left-vessel	53.6667	19.9
Left-choroid-plexus	48.3862	385.1
Right-Lateral-Ventricle	23.3277	5046.9
Right-Inf-Lat-Vent	26.7549	429.3
Right-Cerebellum-White-Matter	85.6912	13107.7
Right-Cerebellum-Cortex	57.1456	58168.7
Right-Thalamus-Proper	81.7681	6400.2
Right-Caudate	71.1118	3466.3
Right-Putamen	76.6044	4816.9
Right-Pallidum	94.7492	1935.5
Right-Hippocampus	56.9142	3857.4
Right-Amygdala	56.815	1646.1
Right-Accumbens-area	66.7235	881.2
Right-VentralDC	86.9398	3832.8
Right-vessel	55.5385	18.1
Right-choroid-plexus	48.8642	378.1
5th-Ventricle	0.0	0.0
WM-hypointensities	65.0183	669.5
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	72.3772	201.1
CC_Posterior	100.478	864.7
CC_Mid_Posterior	93.6012	600.3
CC_Central	94.6332	451.1
CC_Mid_Anterior	98.8818	485.9
CC_Anterior	101.8826	1076.6
