name	intensity-avg	volume
Left-Lateral-Ventricle	20.7429	7746.8
Left-Inf-Lat-Vent	44.5021	275.4
Left-Cerebellum-White-Matter	86.5919	16050.9
Left-Cerebellum-Cortex	55.2038	63702.4
Left-Thalamus-Proper	80.9158	8510.9
Left-Caudate	67.3511	4190.3
Left-Putamen	74.6635	6474.8
Left-Pallidum	92.3232	2052.7
3rd-Ventricle	28.0055	1144.8
4th-Ventricle	20.3568	2219.1
Brain-Stem	81.7649	23584.5
Left-Hippocampus	59.6672	5436.5
Left-Amygdala	56.8181	1886.4
CSF	35.2202	1136.0
Left-Accumbens-area	61.2382	1042.1
Left-VentralDC	86.1913	4970.8
Left-vessel	50.8846	62.1
Left-choroid-plexus	48.0573	548.8
Right-Lateral-Ventricle	19.923	7544.6
Right-Inf-Lat-Vent	33.9433	302.4
Right-Cerebellum-White-Matter	84.0895	15688.4
Right-Cerebellum-Cortex	52.3354	60272.2
Right-Thalamus-Proper	77.6105	7699.8
Right-Caudate	65.9084	4554.6
Right-Putamen	72.6897	6363.9
Right-Pallidum	89.5579	2151.9
Right-Hippocampus	56.1677	5343.1
Right-Amygdala	55.4286	2066.9
Right-Accumbens-area	61.5844	864.3
Right-VentralDC	84.2723	4824.9
Right-vessel	47.0455	27.4
Right-choroid-plexus	47.8426	850.7
5th-Ventricle	0.0	0.0
WM-hypointensities	65.5772	1162.4
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	68.7079	212.7
CC_Posterior	100.6862	821.4
CC_Mid_Posterior	91.8687	547.0
CC_Central	95.4912	477.8
CC_Mid_Anterior	99.0471	463.5
CC_Anterior	100.0976	845.7
