name	intensity-avg	volume
Left-Lateral-Ventricle	15.4	21972.9
Left-Inf-Lat-Vent	28.4685	1059.3
Left-Cerebellum-White-Matter	85.2648	15619.9
Left-Cerebellum-Cortex	55.7936	59006.6
Left-Thalamus-Proper	84.4442	8012.2
Left-Caudate	67.074	3674.0
Left-Putamen	76.6104	5535.4
Left-Pallidum	96.4413	2104.6
3rd-Ventricle	24.3355	1134.8
4th-Ventricle	17.7286	3288.5
Brain-Stem	82.5654	23000.4
Left-Hippocampus	56.7786	3749.0
Left-Amygdala	58.6148	1625.8
CSF	35.441	973.6
Left-Accumbens-area	62.105	693.7
Left-VentralDC	88.5832	4329.4
Left-vessel	48.9286	24.1
Left-choroid-plexus	44.1948	579.7
Right-Lateral-Ventricle	16.0362	18186.8
Right-Inf-Lat-Vent	27.6041	788.5
Right-Cerebellum-White-Matter	84.1115	15858.2
Right-Cerebellum-Cortex	53.6259	59289.6
Right-Thalamus-Proper	81.5529	7737.5
Right-Caudate	66.2603	3852.8
Right-Putamen	73.5196	5610.7
Right-Pallidum	93.1986	1986.8
Right-Hippocampus	56.3955	3990.5
Right-Amygdala	57.0164	1513.3
Right-Accumbens-area	63.0012	769.1
Right-VentralDC	88.0491	4346.5
Right-vessel	46.6429	24.6
Right-choroid-plexus	43.6003	627.1
5th-Ventricle	0.0	0.0
WM-hypointensities	66.3903	1669.6
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	67.8211	143.2
CC_Posterior	94.5918	1043.6
CC_Mid_Posterior	88.9757	513.8
CC_Central	93.9189	401.0
CC_Mid_Anterior	97.2459	451.7
CC_Anterior	99.3621	967.5
