name	intensity-avg	volume
Left-Lateral-Ventricle	23.3927	5063.3
Left-Inf-Lat-Vent	35.8785	468.9
Left-Cerebellum-White-Matter	85.5279	14521.5
Left-Cerebellum-Cortex	58.0476	60439.8
Left-Thalamus-Proper	82.5971	8397.5
Left-Caudate	69.45	4058.4
Left-Putamen	75.717	5700.2
Left-Pallidum	91.7529	2015.5
3rd-Ventricle	29.8476	872.5
4th-Ventricle	19.1429	2324.6
Brain-Stem	83.6308	22751.5
Left-Hippocampus	59.9135	4224.1
Left-Amygdala	58.6598	1619.3
CSF	38.3826	740.1
Left-Accumbens-area	63.7511	661.2
Left-VentralDC	88.5949	4288.6
Left-vessel	51.25	21.1
Left-choroid-plexus	51.7388	440.9
Right-Lateral-Ventricle	22.5764	5231.3
Right-Inf-Lat-Vent	32.63	507.6
Right-Cerebellum-White-Matter	84.861	14674.8
Right-Cerebellum-Cortex	55.4632	61459.1
Right-Thalamus-Proper	80.8029	7704.9
Right-Caudate	69.3435	4168.5
Right-Putamen	75.5062	5720.2
Right-Pallidum	91.5292	1957.4
Right-Hippocampus	57.8444	4224.0
Right-Amygdala	58.2966	1727.8
Right-Accumbens-area	65.528	611.8
Right-VentralDC	88.1645	4216.0
Right-vessel	51.8571	26.4
Right-choroid-plexus	47.9573	563.9
5th-Ventricle	0.0	0.0
WM-hypointensities	66.21300000000001	1432.5
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	70.4551	212.0
CC_Posterior	98.4383	981.2
CC_Mid_Posterior	92.9382	707.1
CC_Central	91.7957	785.5
CC_Mid_Anterior	94.9464	701.1
CC_Anterior	104.833	943.4
