name	intensity-avg	volume
Left-Lateral-Ventricle	32.4248	2730.8
Left-Inf-Lat-Vent	34.1061	297.3
Left-Cerebellum-White-Matter	84.1583	14375.8
Left-Cerebellum-Cortex	55.9261	54392.0
Left-Thalamus-Proper	82.4367	6991.0
Left-Caudate	68.4614	3521.1
Left-Putamen	73.5995	5039.2
Left-Pallidum	91.28200000000001	1964.3
3rd-Ventricle	35.7637	602.0
4th-Ventricle	21.1194	1134.6
Brain-Stem	81.046	20705.9
Left-Hippocampus	58.0714	4142.6
Left-Amygdala	55.711999999999996	1556.6
CSF	39.1197	637.5
Left-Accumbens-area	64.0881	641.9
Left-VentralDC	86.2886	3891.1
Left-vessel	50.2941	26.8
Left-choroid-plexus	52.1417	444.7
Right-Lateral-Ventricle	29.9972	2806.3
Right-Inf-Lat-Vent	30.1879	331.4
Right-Cerebellum-White-Matter	83.4178	14865.0
Right-Cerebellum-Cortex	53.3334	54663.8
Right-Thalamus-Proper	82.3283	6966.8
Right-Caudate	68.0745	3771.4
Right-Putamen	73.8489	4955.6
Right-Pallidum	92.015	1731.6
Right-Hippocampus	57.2061	4155.0
Right-Amygdala	55.1114	1827.1
Right-Accumbens-area	63.9918	455.4
Right-VentralDC	85.8475	4036.5
Right-vessel	55.2727	16.1
Right-choroid-plexus	51.4727	466.7
5th-Ventricle	0.0	0.0
WM-hypointensities	65.6982	1396.5
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	66.7556	149.9
CC_Posterior	100.8493	941.1
CC_Mid_Posterior	93.7574	565.5
CC_Central	92.3258	637.3
CC_Mid_Anterior	96.0977	639.6
CC_Anterior	107.4053	970.0
