name	intensity-avg	volume
Left-Lateral-Ventricle	24.3745	5935.6
Left-Inf-Lat-Vent	36.5189	335.7
Left-Cerebellum-White-Matter	85.9228	12561.9
Left-Cerebellum-Cortex	55.9673	52063.6
Left-Thalamus-Proper	84.3644	6615.9
Left-Caudate	67.9942	3251.3
Left-Putamen	74.0097	5028.7
Left-Pallidum	93.6937	1604.5
3rd-Ventricle	27.8536	1088.7
4th-Ventricle	22.4425	1548.0
Brain-Stem	83.1619	18913.2
Left-Hippocampus	60.2117	3317.4
Left-Amygdala	57.6017	1396.6
CSF	32.5223	1236.6
Left-Accumbens-area	65.51100000000001	563.9
Left-VentralDC	88.5322	3390.6
Left-vessel	49.9643	39.5
Left-choroid-plexus	52.8586	448.9
Right-Lateral-Ventricle	24.1996	5491.0
Right-Inf-Lat-Vent	30.1156	378.0
Right-Cerebellum-White-Matter	83.4088	12511.1
Right-Cerebellum-Cortex	53.0509	51771.5
Right-Thalamus-Proper	82.3594	6253.5
Right-Caudate	67.7513	3306.5
Right-Putamen	74.1995	5184.6
Right-Pallidum	93.8581	1609.0
Right-Hippocampus	58.2056	3313.2
Right-Amygdala	56.8101	1567.4
Right-Accumbens-area	66.1942	541.4
Right-VentralDC	88.0522	3487.6
Right-vessel	45.4828	43.3
Right-choroid-plexus	48.6493	480.6
5th-Ventricle	0.0	0.0
WM-hypointensities	68.0842	1040.1
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	69.8934	144.5
CC_Posterior	102.0538	863.8
CC_Mid_Posterior	91.2611	385.2
CC_Central	93.5413	576.0
CC_Mid_Anterior	93.9819	447.3
CC_Anterior	104.5256	769.4
