name	intensity-avg	volume
Left-Lateral-Ventricle	21.4572	7365.5
Left-Inf-Lat-Vent	39.6364	249.4
Left-Cerebellum-White-Matter	86.9316	12358.6
Left-Cerebellum-Cortex	56.4384	47917.8
Left-Thalamus-Proper	80.4028	7259.4
Left-Caudate	69.3011	4335.6
Left-Putamen	74.9818	4708.0
Left-Pallidum	93.0879	1859.5
3rd-Ventricle	29.0852	833.4
4th-Ventricle	17.6805	2667.4
Brain-Stem	84.8633	18537.1
Left-Hippocampus	60.1281	3874.2
Left-Amygdala	57.7917	1631.7
CSF	35.1608	831.6
Left-Accumbens-area	63.7251	816.5
Left-VentralDC	88.0157	3869.1
Left-vessel	50.5	35.2
Left-choroid-plexus	50.5959	348.5
Right-Lateral-Ventricle	21.4527	5750.0
Right-Inf-Lat-Vent	26.5435	758.3
Right-Cerebellum-White-Matter	86.3805	12019.5
Right-Cerebellum-Cortex	54.7064	46643.5
Right-Thalamus-Proper	80.7034	7018.9
Right-Caudate	68.7731	4586.9
Right-Putamen	74.0641	4970.2
Right-Pallidum	91.72399999999999	1754.3
Right-Hippocampus	58.0	4079.9
Right-Amygdala	57.6502	1690.3
Right-Accumbens-area	64.444	689.8
Right-VentralDC	87.9594	3803.7
Right-vessel	48.7059	25.4
Right-choroid-plexus	49.6179	602.3
5th-Ventricle	0.0	0.0
WM-hypointensities	64.2192	988.2
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	68.2534	170.4
CC_Posterior	100.0297	979.6
CC_Mid_Posterior	90.6616	530.9
CC_Central	97.0582	452.9
CC_Mid_Anterior	99.193	472.6
CC_Anterior	102.744	1016.0
