name	intensity-avg	volume
Left-Lateral-Ventricle	24.5953	4646.2
Left-Inf-Lat-Vent	35.4786	424.5
Left-Cerebellum-White-Matter	84.7827	12457.0
Left-Cerebellum-Cortex	54.5258	51853.6
Left-Thalamus-Proper	84.8982	6547.5
Left-Caudate	68.2483	3546.6
Left-Putamen	74.6508	4744.5
Left-Pallidum	96.4418	1747.7
3rd-Ventricle	28.788	862.7
4th-Ventricle	19.305	2136.1
Brain-Stem	83.6885	19069.7
Left-Hippocampus	58.2926	3733.7
Left-Amygdala	55.8089	1372.3
CSF	35.3026	767.4
Left-Accumbens-area	63.5568	599.4
Left-VentralDC	88.7154	3729.3
Left-vessel	48.9286	22.0
Left-choroid-plexus	52.9186	464.9
Right-Lateral-Ventricle	22.9534	5067.9
Right-Inf-Lat-Vent	29.8342	420.2
Right-Cerebellum-White-Matter	83.3339	12020.4
Right-Cerebellum-Cortex	51.766999999999996	53308.0
Right-Thalamus-Proper	84.3438	6319.4
Right-Caudate	69.4298	3726.6
Right-Putamen	75.4182	4887.5
Right-Pallidum	97.6231	1836.7
Right-Hippocampus	55.2313	3827.7
Right-Amygdala	55.711999999999996	1583.7
Right-Accumbens-area	66.6111	532.3
Right-VentralDC	89.9731	3588.5
Right-vessel	51.2727	19.4
Right-choroid-plexus	51.3579	516.6
5th-Ventricle	0.0	0.0
WM-hypointensities	64.7262	826.9
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	66.2626	118.5
CC_Posterior	102.4134	670.1
CC_Mid_Posterior	96.5862	414.7
CC_Central	96.9822	416.3
CC_Mid_Anterior	94.6714	438.5
CC_Anterior	103.1311	724.1
