name	intensity-avg	volume
Left-Lateral-Ventricle	25.6059	4202.1
Left-Inf-Lat-Vent	34.9753	469.0
Left-Cerebellum-White-Matter	85.9878	13612.5
Left-Cerebellum-Cortex	55.8881	60347.2
Left-Thalamus-Proper	79.2579	8087.5
Left-Caudate	70.4363	4348.5
Left-Putamen	74.6304	5445.7
Left-Pallidum	92.7998	1993.2
3rd-Ventricle	34.0638	846.4
4th-Ventricle	18.4539	2755.9
Brain-Stem	81.8243	22698.9
Left-Hippocampus	60.8851	4626.2
Left-Amygdala	56.3764	1448.4
CSF	35.1362	802.2
Left-Accumbens-area	65.6659	798.7
Left-VentralDC	88.3565	4403.6
Left-vessel	53.9697	48.3
Left-choroid-plexus	51.4534	415.0
Right-Lateral-Ventricle	24.3156	4789.1
Right-Inf-Lat-Vent	33.6007	306.8
Right-Cerebellum-White-Matter	85.25	14151.1
Right-Cerebellum-Cortex	54.2586	61341.9
Right-Thalamus-Proper	78.62100000000001	7627.6
Right-Caudate	71.3007	4024.0
Right-Putamen	75.3721	5375.3
Right-Pallidum	95.3035	1872.8
Right-Hippocampus	58.5737	4671.1
Right-Amygdala	55.4732	1607.6
Right-Accumbens-area	65.8199	811.5
Right-VentralDC	87.9511	4256.7
Right-vessel	49.9429	45.4
Right-choroid-plexus	52.7653	615.1
5th-Ventricle	0.0	0.0
WM-hypointensities	66.3166	971.1
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	74.069	207.8
CC_Posterior	100.1801	1027.1
CC_Mid_Posterior	96.0107	688.7
CC_Central	95.1227	861.2
CC_Mid_Anterior	92.8175	913.8
CC_Anterior	106.5139	893.9
