name	intensity-avg	volume
Left-Lateral-Ventricle	19.6269	11788.4
Left-Inf-Lat-Vent	37.3903	380.2
Left-Cerebellum-White-Matter	84.6524	12835.6
Left-Cerebellum-Cortex	56.1614	55907.7
Left-Thalamus-Proper	82.5405	7007.5
Left-Caudate	70.1266	4345.7
Left-Putamen	77.1913	5490.2
Left-Pallidum	93.4492	1919.1
3rd-Ventricle	38.1634	615.8
4th-Ventricle	20.4695	2038.4
Brain-Stem	82.4671	20520.0
Left-Hippocampus	59.4689	4166.0
Left-Amygdala	59.3178	1550.0
CSF	42.0792	782.3
Left-Accumbens-area	69.3449	747.8
Left-VentralDC	87.1077	4129.0
Left-vessel	44.6087	106.8
Left-choroid-plexus	47.8083	449.3
Right-Lateral-Ventricle	24.4895	7446.2
Right-Inf-Lat-Vent	26.565	514.4
Right-Cerebellum-White-Matter	84.8711	12230.3
Right-Cerebellum-Cortex	55.4452	54963.3
Right-Thalamus-Proper	82.6907	7052.6
Right-Caudate	71.133	4428.9
Right-Putamen	78.9008	5609.2
Right-Pallidum	94.8197	1949.1
Right-Hippocampus	58.5236	4241.5
Right-Amygdala	60.3316	1488.0
Right-Accumbens-area	71.7388	762.7
Right-VentralDC	88.6322	3959.3
Right-vessel	43.1111	68.1
Right-choroid-plexus	54.9353	509.9
5th-Ventricle	0.0	0.0
WM-hypointensities	67.5604	687.1
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	80.5984	134.3
CC_Posterior	97.666	1003.0
CC_Mid_Posterior	94.1712	671.3
CC_Central	95.6696	517.9
CC_Mid_Anterior	96.39399999999999	519.9
CC_Anterior	99.7663	1069.6
