name	intensity-avg	volume
Left-Lateral-Ventricle	30.7118	3966.9
Left-Inf-Lat-Vent	42.4919	223.2
Left-Cerebellum-White-Matter	84.4928	13620.2
Left-Cerebellum-Cortex	58.79600000000001	50887.6
Left-Thalamus-Proper	81.6273	7238.8
Left-Caudate	72.7279	3007.9
Left-Putamen	78.4076	5372.4
Left-Pallidum	93.3133	1742.1
3rd-Ventricle	36.5748	638.4
4th-Ventricle	24.9645	1820.4
Brain-Stem	80.6758	21358.8
Left-Hippocampus	61.1015	4030.6
Left-Amygdala	58.952	1425.2
CSF	40.3527	766.3
Left-Accumbens-area	67.193	681.5
Left-VentralDC	86.3814	4074.1
Left-vessel	57.0	51.4
Left-choroid-plexus	52.9363	425.4
Right-Lateral-Ventricle	31.8677	3150.6
Right-Inf-Lat-Vent	35.0791	256.3
Right-Cerebellum-White-Matter	85.6977	13315.2
Right-Cerebellum-Cortex	57.747	52295.0
Right-Thalamus-Proper	80.782	7031.8
Right-Caudate	73.4406	2946.4
Right-Putamen	77.5015	5459.7
Right-Pallidum	93.0029	1674.5
Right-Hippocampus	59.0593	3885.4
Right-Amygdala	57.7895	1468.4
Right-Accumbens-area	68.9803	639.2
Right-VentralDC	86.1472	3884.2
Right-vessel	54.25	27.6
Right-choroid-plexus	54.6293	532.1
5th-Ventricle	0.0	0.0
WM-hypointensities	68.4532	1105.5
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	75.2231	131.7
CC_Posterior	101.5163	946.2
CC_Mid_Posterior	94.4164	511.2
CC_Central	94.1508	728.6
CC_Mid_Anterior	91.6305	553.6
CC_Anterior	103.5	850.3
