name	intensity-avg	volume
Left-Lateral-Ventricle	23.0028	6917.9
Left-Inf-Lat-Vent	40.37	307.8
Left-Cerebellum-White-Matter	86.0424	16777.4
Left-Cerebellum-Cortex	57.7038	60905.4
Left-Thalamus-Proper	83.6784	8046.8
Left-Caudate	72.1782	3754.9
Left-Putamen	80.5634	5052.1
Left-Pallidum	95.1963	1834.8
3rd-Ventricle	29.9722	1100.7
4th-Ventricle	17.3137	3051.4
Brain-Stem	83.1706	23476.5
Left-Hippocampus	59.4776	4518.9
Left-Amygdala	57.7404	1664.7
CSF	31.8786	1265.0
Left-Accumbens-area	64.9944	906.8
Left-VentralDC	89.5547	4380.3
Left-vessel	53.1081	52.6
Left-choroid-plexus	54.4275	590.6
Right-Lateral-Ventricle	18.8993	10242.1
Right-Inf-Lat-Vent	37.0885	227.8
Right-Cerebellum-White-Matter	85.6605	16499.8
Right-Cerebellum-Cortex	55.9029	61342.9
Right-Thalamus-Proper	80.8979	7616.8
Right-Caudate	71.5386	4016.1
Right-Putamen	79.3912	5032.0
Right-Pallidum	93.9767	1818.4
Right-Hippocampus	57.6645	4538.2
Right-Amygdala	56.6841	1612.9
Right-Accumbens-area	66.7945	779.8
Right-VentralDC	89.4046	4444.7
Right-vessel	54.6774	44.4
Right-choroid-plexus	50.4129	619.9
5th-Ventricle	0.0	0.0
WM-hypointensities	63.5547	1152.0
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	67.6822	156.8
CC_Posterior	105.5522	988.6
CC_Mid_Posterior	94.5045	614.8
CC_Central	94.2705	818.0
CC_Mid_Anterior	92.9385	763.8
CC_Anterior	104.9946	892.2
