name	intensity-avg	volume
Left-Lateral-Ventricle	27.4635	4632.2
Left-Inf-Lat-Vent	34.8891	536.2
Left-Cerebellum-White-Matter	86.1256	13546.9
Left-Cerebellum-Cortex	57.7741	55369.5
Left-Thalamus-Proper	83.6096	7375.3
Left-Caudate	70.7888	3981.4
Left-Putamen	74.5927	5651.9
Left-Pallidum	89.9691	1823.5
3rd-Ventricle	29.6848	804.3
4th-Ventricle	22.7364	1683.1
Brain-Stem	83.3319	21015.2
Left-Hippocampus	59.4861	4833.3
Left-Amygdala	55.4301	1667.3
CSF	40.8711	757.9
Left-Accumbens-area	62.8078	870.9
Left-VentralDC	88.2114	4167.3
Left-vessel	51.0	17.7
Left-choroid-plexus	52.0844	522.8
Right-Lateral-Ventricle	22.412	7523.2
Right-Inf-Lat-Vent	33.8211	284.9
Right-Cerebellum-White-Matter	85.915	12788.5
Right-Cerebellum-Cortex	55.6345	54089.3
Right-Thalamus-Proper	81.1376	6936.5
Right-Caudate	69.6645	4088.1
Right-Putamen	73.6827	5228.8
Right-Pallidum	89.6315	1667.0
Right-Hippocampus	58.5181	4476.3
Right-Amygdala	57.6167	1673.3
Right-Accumbens-area	64.1237	813.1
Right-VentralDC	86.2583	4159.9
Right-vessel	56.0	14.1
Right-choroid-plexus	46.8735	581.7
5th-Ventricle	0.0	0.0
WM-hypointensities	63.353	1543.7
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	68.189	202.7
CC_Posterior	98.8765	693.0
CC_Mid_Posterior	91.08	471.3
CC_Central	93.8063	414.2
CC_Mid_Anterior	97.8552	407.7
CC_Anterior	99.8969	708.5
