name	intensity-avg	volume
Left-Lateral-Ventricle	24.1612	5141.9
Left-Inf-Lat-Vent	36.7391	372.4
Left-Cerebellum-White-Matter	85.6826	15091.6
Left-Cerebellum-Cortex	57.2252	57191.0
Left-Thalamus-Proper	82.09	8321.8
Left-Caudate	68.1718	3623.7
Left-Putamen	73.1027	5436.2
Left-Pallidum	89.9972	1644.9
3rd-Ventricle	28.5327	1008.1
4th-Ventricle	21.6936	1960.0
Brain-Stem	82.8759	23997.3
Left-Hippocampus	58.5987	4350.1
Left-Amygdala	55.9372	1333.6
CSF	37.4042	931.9
Left-Accumbens-area	62.4291	741.0
Left-VentralDC	87.6986	4354.8
Left-vessel	54.8125	20.2
Left-choroid-plexus	54.4073	587.2
Right-Lateral-Ventricle	26.6331	4219.7
Right-Inf-Lat-Vent	27.976	557.0
Right-Cerebellum-White-Matter	84.40100000000001	14494.8
Right-Cerebellum-Cortex	54.8429	56164.0
Right-Thalamus-Proper	79.4636	7478.4
Right-Caudate	67.9539	3773.5
Right-Putamen	73.3004	5421.3
Right-Pallidum	89.4614	1648.7
Right-Hippocampus	56.3121	4623.6
Right-Amygdala	55.4497	1761.1
Right-Accumbens-area	64.6433	761.7
Right-VentralDC	85.7379	4370.1
Right-vessel	49.5	26.3
Right-choroid-plexus	50.7401	618.3
5th-Ventricle	0.0	0.0
WM-hypointensities	66.5583	724.3
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	67.0637	184.5
CC_Posterior	97.8229	906.0
CC_Mid_Posterior	90.8636	504.9
CC_Central	91.5063	740.8
CC_Mid_Anterior	94.7933	683.6
CC_Anterior	103.0623	941.4
