name	intensity-avg	volume
Left-Lateral-Ventricle	24.7127	6616.5
Left-Inf-Lat-Vent	40.6631	345.0
Left-Cerebellum-White-Matter	86.4447	16055.4
Left-Cerebellum-Cortex	56.8715	59563.9
Left-Thalamus-Proper	83.6691	7760.5
Left-Caudate	70.0433	3539.2
Left-Putamen	75.9421	5303.2
Left-Pallidum	92.7448	1925.3
3rd-Ventricle	36.5612	716.1
4th-Ventricle	24.1774	1433.2
Brain-Stem	83.6802	24233.0
Left-Hippocampus	60.5297	3927.3
Left-Amygdala	56.7927	1572.8
CSF	39.5243	764.4
Left-Accumbens-area	62.5725	778.2
Left-VentralDC	88.4319	4517.9
Left-vessel	55.15	34.1
Left-choroid-plexus	48.7733	390.7
Right-Lateral-Ventricle	22.070999999999998	6955.1
Right-Inf-Lat-Vent	35.2546	311.3
Right-Cerebellum-White-Matter	85.0925	14587.0
Right-Cerebellum-Cortex	54.3376	59380.6
Right-Thalamus-Proper	81.5328	7441.4
Right-Caudate	69.7742	3853.2
Right-Putamen	75.9777	5399.6
Right-Pallidum	93.1941	1967.2
Right-Hippocampus	58.7702	4125.6
Right-Amygdala	55.4871	1542.5
Right-Accumbens-area	65.0204	660.5
Right-VentralDC	87.9489	4319.7
Right-vessel	56.2	9.9
Right-choroid-plexus	46.93899999999999	551.2
5th-Ventricle	0.0	0.0
WM-hypointensities	64.4328	980.7
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	74.3657	155.1
CC_Posterior	101.5677	1052.2
CC_Mid_Posterior	86.4418	586.2
CC_Central	95.3624	462.7
CC_Mid_Anterior	97.2663	517.5
CC_Anterior	102.215	936.0
