name	intensity-avg	volume
Left-Lateral-Ventricle	21.663	5919.1
Left-Inf-Lat-Vent	37.2619	469.0
Left-Cerebellum-White-Matter	85.2884	14231.5
Left-Cerebellum-Cortex	56.8045	52550.4
Left-Thalamus-Proper	82.9492	7019.5
Left-Caudate	71.578	3717.2
Left-Putamen	78.5978	4866.1
Left-Pallidum	94.4702	2100.9
3rd-Ventricle	32.508	638.0
4th-Ventricle	17.6727	2073.4
Brain-Stem	82.3628	22125.8
Left-Hippocampus	58.7622	3360.4
Left-Amygdala	55.244	1204.4
CSF	34.1549	1113.3
Left-Accumbens-area	64.2017	664.9
Left-VentralDC	85.6974	4186.9
Left-vessel	53.1905	57.2
Left-choroid-plexus	47.0843	478.7
Right-Lateral-Ventricle	20.0091	5785.7
Right-Inf-Lat-Vent	33.1993	347.3
Right-Cerebellum-White-Matter	84.8566	13520.0
Right-Cerebellum-Cortex	55.0991	52859.8
Right-Thalamus-Proper	81.9708	7219.4
Right-Caudate	69.1132	3863.0
Right-Putamen	76.6258	4910.1
Right-Pallidum	92.3972	1952.9
Right-Hippocampus	56.6528	3413.3
Right-Amygdala	55.4139	1332.7
Right-Accumbens-area	63.9625	672.6
Right-VentralDC	86.6622	4062.1
Right-vessel	50.5	27.9
Right-choroid-plexus	47.9776	498.7
5th-Ventricle	0.0	0.0
WM-hypointensities	68.8122	941.9
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	66.2358	123.2
CC_Posterior	104.7272	945.1
CC_Mid_Posterior	89.4403	563.9
CC_Central	94.9814	531.9
CC_Mid_Anterior	100.2694	452.5
CC_Anterior	103.0721	861.3
