name	intensity-avg	volume
Left-Lateral-Ventricle	28.6042	4491.0
Left-Inf-Lat-Vent	32.0731	685.0
Left-Cerebellum-White-Matter	86.1914	14187.1
Left-Cerebellum-Cortex	58.9839	56845.3
Left-Thalamus-Proper	83.9098	7668.9
Left-Caudate	69.2073	4196.7
Left-Putamen	75.8083	5137.2
Left-Pallidum	93.8756	1879.6
3rd-Ventricle	33.7104	687.6
4th-Ventricle	21.8962	2220.7
Brain-Stem	84.0261	22098.9
Left-Hippocampus	59.0226	3928.8
Left-Amygdala	57.1774	1556.2
CSF	39.1875	667.1
Left-Accumbens-area	64.8693	697.7
Left-VentralDC	87.5698	4240.1
Left-vessel	50.0769	59.3
Left-choroid-plexus	51.5599	380.8
Right-Lateral-Ventricle	26.0562	5313.2
Right-Inf-Lat-Vent	32.5501	446.4
Right-Cerebellum-White-Matter	85.485	14212.0
Right-Cerebellum-Cortex	57.6076	57881.9
Right-Thalamus-Proper	82.7646	7426.7
Right-Caudate	69.5647	4164.8
Right-Putamen	75.3644	5072.3
Right-Pallidum	94.3636	1754.5
Right-Hippocampus	58.3993	4032.9
Right-Amygdala	56.8591	1651.9
Right-Accumbens-area	66.893	642.3
Right-VentralDC	87.20299999999999	4057.5
Right-vessel	47.3333	43.5
Right-choroid-plexus	47.46	447.5
5th-Ventricle	0.0	0.0
WM-hypointensities	65.4062	1399.3
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	70.065	143.2
CC_Posterior	95.8106	746.6
CC_Mid_Posterior	92.574	462.7
CC_Central	93.1552	448.4
CC_Mid_Anterior	92.8183	489.4
CC_Anterior	105.5089	711.8
