name	intensity-avg	volume
Left-Lateral-Ventricle	20.4759	9123.6
Left-Inf-Lat-Vent	34.2942	582.0
Left-Cerebellum-White-Matter	87.1831	11406.0
Left-Cerebellum-Cortex	54.6337	46698.6
Left-Thalamus-Proper	83.5436	6236.1
Left-Caudate	69.4622	4049.2
Left-Putamen	73.6278	4767.5
Left-Pallidum	95.7103	1613.2
3rd-Ventricle	26.4847	1022.8
4th-Ventricle	22.4487	1441.6
Brain-Stem	83.2908	16630.4
Left-Hippocampus	56.2249	3354.0
Left-Amygdala	54.7446	1326.3
CSF	37.9261	1253.1
Left-Accumbens-area	63.718999999999994	554.8
Left-VentralDC	88.5119	3135.1
Left-vessel	52.6029	77.5
Left-choroid-plexus	47.0202	523.1
Right-Lateral-Ventricle	22.2461	7351.6
Right-Inf-Lat-Vent	36.782	338.0
Right-Cerebellum-White-Matter	86.3508	11704.5
Right-Cerebellum-Cortex	53.6889	47459.6
Right-Thalamus-Proper	82.5909	5894.9
Right-Caudate	68.8397	4253.7
Right-Putamen	72.7951	4734.4
Right-Pallidum	93.5427	1583.1
Right-Hippocampus	57.3384	3849.7
Right-Amygdala	55.6703	1405.4
Right-Accumbens-area	64.3346	499.3
Right-VentralDC	88.5964	3264.6
Right-vessel	53.2143	21.2
Right-choroid-plexus	47.6978	566.1
5th-Ventricle	0.0	0.0
WM-hypointensities	69.7336	953.2
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	68.2246	168.9
CC_Posterior	102.6687	875.9
CC_Mid_Posterior	96.5919	612.6
CC_Central	99.4449	451.0
CC_Mid_Anterior	102.2183	474.1
CC_Anterior	106.7143	954.7
