name	intensity-avg	volume
Left-Lateral-Ventricle	25.04	4375.1
Left-Inf-Lat-Vent	40.3648	424.8
Left-Cerebellum-White-Matter	85.0437	12582.5
Left-Cerebellum-Cortex	55.9832	52662.6
Left-Thalamus-Proper	83.9789	6830.7
Left-Caudate	70.8837	2939.2
Left-Putamen	77.398	4735.3
Left-Pallidum	94.8277	1557.7
3rd-Ventricle	30.5712	663.4
4th-Ventricle	20.7514	1974.3
Brain-Stem	82.3789	19396.7
Left-Hippocampus	59.1376	3552.9
Left-Amygdala	57.3276	1536.0
CSF	37.9204	779.5
Left-Accumbens-area	65.2	579.5
Left-VentralDC	88.1923	3678.2
Left-vessel	53.6154	24.4
Left-choroid-plexus	49.2959	567.7
Right-Lateral-Ventricle	22.1578	5122.9
Right-Inf-Lat-Vent	37.4297	284.9
Right-Cerebellum-White-Matter	84.6649	11749.3
Right-Cerebellum-Cortex	54.3556	52130.7
Right-Thalamus-Proper	83.6286	6559.9
Right-Caudate	69.3944	3020.4
Right-Putamen	76.8273	4578.1
Right-Pallidum	94.7489	1536.9
Right-Hippocampus	57.6709	3728.9
Right-Amygdala	57.1353	1518.2
Right-Accumbens-area	65.8245	587.0
Right-VentralDC	88.01899999999999	3686.4
Right-vessel	49.9412	28.2
Right-choroid-plexus	45.1724	508.9
5th-Ventricle	0.0	0.0
WM-hypointensities	63.2431	781.3
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	76.1429	140.0
CC_Posterior	102.2272	1130.4
CC_Mid_Posterior	95.3499	670.2
CC_Central	93.9537	685.4
CC_Mid_Anterior	94.5367	664.4
CC_Anterior	103.1751	831.4
