name	intensity-avg	volume
Left-Lateral-Ventricle	14.7458	30424.2
Left-Inf-Lat-Vent	26.6262	710.9
Left-Cerebellum-White-Matter	84.6499	12740.5
Left-Cerebellum-Cortex	55.4436	54654.0
Left-Thalamus-Proper	82.8245	6210.5
Left-Caudate	67.7729	2949.9
Left-Putamen	74.9016	4799.2
Left-Pallidum	94.82	1539.7
3rd-Ventricle	22.6442	1574.9
4th-Ventricle	20.5898	2502.9
Brain-Stem	83.0215	18830.5
Left-Hippocampus	54.9172	3841.3
Left-Amygdala	54.0755	1108.1
CSF	32.5731	1432.9
Left-Accumbens-area	61.3163	508.6
Left-VentralDC	89.3896	3637.9
Left-vessel	52.027	49.7
Left-choroid-plexus	42.4939	369.1
Right-Lateral-Ventricle	16.0716	18981.7
Right-Inf-Lat-Vent	31.5037	455.8
Right-Cerebellum-White-Matter	83.4742	12758.8
Right-Cerebellum-Cortex	52.403999999999996	54641.9
Right-Thalamus-Proper	83.7224	6431.9
Right-Caudate	67.7754	3066.3
Right-Putamen	73.9954	4780.5
Right-Pallidum	93.3207	1520.0
Right-Hippocampus	56.4154	3568.8
Right-Amygdala	55.8695	1193.2
Right-Accumbens-area	62.229	485.5
Right-VentralDC	89.3164	3633.1
Right-vessel	50.7619	31.8
Right-choroid-plexus	45.7835	505.1
5th-Ventricle	0.0	0.0
WM-hypointensities	64.3967	1969.0
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	62.0882	178.5
CC_Posterior	94.7682	979.3
CC_Mid_Posterior	89.1334	599.2
CC_Central	93.4326	383.1
CC_Mid_Anterior	96.0616	379.9
CC_Anterior	102.1949	906.6
