name	intensity-avg	volume
Left-Lateral-Ventricle	31.5374	3139.4
Left-Inf-Lat-Vent	40.0311	200.3
Left-Cerebellum-White-Matter	83.6906	11726.3
Left-Cerebellum-Cortex	56.5005	54569.1
Left-Thalamus-Proper	84.0015	7502.1
Left-Caudate	70.8919	3308.7
Left-Putamen	76.4495	5247.5
Left-Pallidum	93.6834	1944.8
3rd-Ventricle	38.7651	632.9
4th-Ventricle	23.1249	1637.5
Brain-Stem	81.7274	20363.1
Left-Hippocampus	56.9685	4042.9
Left-Amygdala	57.2929	1639.6
CSF	38.646	902.6
Left-Accumbens-area	67.4286	714.5
Left-VentralDC	87.9151	3969.7
Left-vessel	49.8611	46.3
Left-choroid-plexus	55.294	339.1
Right-Lateral-Ventricle	28.7848	3315.5
Right-Inf-Lat-Vent	35.8842	472.6
Right-Cerebellum-White-Matter	83.4306	11647.3
Right-Cerebellum-Cortex	56.0246	53768.2
Right-Thalamus-Proper	83.1279	7363.5
Right-Caudate	69.357	3569.7
Right-Putamen	75.6186	5118.5
Right-Pallidum	93.2086	1984.2
Right-Hippocampus	57.9177	3937.5
Right-Amygdala	57.4735	1630.1
Right-Accumbens-area	66.3457	617.9
Right-VentralDC	86.4971	3726.7
Right-vessel	45.8378	55.8
Right-choroid-plexus	51.3082	399.6
5th-Ventricle	0.0	0.0
WM-hypointensities	67.4265	1127.0
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	68.4404	126.7
CC_Posterior	102.0408	1009.9
CC_Mid_Posterior	96.652	566.9
CC_Central	92.3468	795.2
CC_Mid_Anterior	94.7535	699.8
CC_Anterior	108.3286	755.1
