name	intensity-avg	volume
Left-Lateral-Ventricle	26.1277	4329.0
Left-Inf-Lat-Vent	36.727	431.5
Left-Cerebellum-White-Matter	85.14299999999999	11144.5
Left-Cerebellum-Cortex	55.4733	51719.2
Left-Thalamus-Proper	83.97399999999999	7017.6
Left-Caudate	72.0584	3673.7
Left-Putamen	76.7647	5206.1
Left-Pallidum	95.855	1788.1
3rd-Ventricle	33.0169	817.2
4th-Ventricle	20.8904	1823.8
Brain-Stem	84.5233	18769.7
Left-Hippocampus	58.1214	3847.9
Left-Amygdala	55.6188	1283.5
CSF	36.8461	1028.9
Left-Accumbens-area	65.2771	656.5
Left-VentralDC	88.0609	3789.3
Left-vessel	53.7222	92.9
Left-choroid-plexus	50.848	461.7
Right-Lateral-Ventricle	26.9152	4001.6
Right-Inf-Lat-Vent	29.4909	410.8
Right-Cerebellum-White-Matter	84.402	10775.3
Right-Cerebellum-Cortex	53.2705	49013.6
Right-Thalamus-Proper	83.5847	6624.7
Right-Caudate	73.5523	3850.0
Right-Putamen	76.2427	5381.6
Right-Pallidum	96.0807	1778.6
Right-Hippocampus	56.7677	4077.5
Right-Amygdala	57.0905	1391.7
Right-Accumbens-area	68.4749	673.8
Right-VentralDC	88.1848	3735.9
Right-vessel	53.6327	61.8
Right-choroid-plexus	49.2177	561.2
5th-Ventricle	0.0	0.0
WM-hypointensities	70.0942	883.1
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	67.2467	173.8
CC_Posterior	105.131	869.2
CC_Mid_Posterior	93.9807	462.4
CC_Central	95.3338	623.1
CC_Mid_Anterior	99.7124	480.8
CC_Anterior	103.6049	878.1
