onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0	6.0	active_change	miss	n/a	n/a
20.0	6.0	active_change	correct	0.8983999999999988	right
26.0	6.0	active_nochange	correct	0.9993000000000016	left
36.0	6.0	passive	miss	n/a	n/a
42.0	6.0	active_change	miss	n/a	n/a
52.0	6.0	active_nochange	correct	0.8117000000000019	left
60.0	6.0	active_change	miss	n/a	n/a
66.0	6.0	active_nochange	correct	0.5134000000000043	left
72.0	6.0	active_change	correct	0.8851999999999975	right
78.0	6.0	active_change	miss	n/a	n/a
86.0	6.0	active_nochange	correct	0.8068999999999988	left
92.0	6.0	active_nochange	correct	0.33079999999999643	left
100.0	6.0	active_nochange	correct	0.3305000000000007	left
106.0	6.0	passive	n/a	0.9714000000000027	left
112.0	6.0	active_change	correct	0.7272999999999996	right
118.0	6.0	active_nochange	correct	0.2921000000000049	left
126.0	6.0	passive	miss	n/a	n/a
134.0	6.0	active_nochange	correct	0.4738000000000113	left
140.0	6.0	active_nochange	correct	0.33559999999999945	left
150.0	6.0	active_nochange	correct	0.6933999999999969	left
156.0	6.0	passive	n/a	0.5331999999999937	left
162.0	6.0	passive	miss	n/a	n/a
172.0	6.0	active_change	correct	0.49389999999999645	right
180.0	6.0	active_change	correct	0.48169999999998936	right
188.0	6.0	active_nochange	correct	0.39850000000001273	left
194.0	6.0	active_change	correct	0.8254000000000019	right
204.0	6.0	passive	n/a	0.5781000000000063	right
210.0	6.0	active_nochange	correct	0.7860000000000014	left
216.0	6.0	active_change	incorrect	0.31790000000000873	left
222.0	6.0	active_change	correct	0.74969999999999	right
228.0	6.0	active_nochange	correct	0.7165999999999997	left
238.0	6.0	active_change	correct	0.6003000000000043	right
244.0	6.0	active_change	correct	0.3961999999999932	right
252.0	6.0	active_change	correct	0.4200000000000159	right
258.0	6.0	active_change	correct	0.40690000000000737	right
264.0	6.0	active_nochange	incorrect	0.6877000000000066	right
272.0	6.0	passive	n/a	0.5724999999999909	right
280.0	6.0	passive	n/a	0.5754000000000019	right
296.0	6.0	active_nochange	correct	0.4300000000000068	left
302.0	6.0	active_nochange	correct	0.2359000000000151	left
