name	intensity-avg	volume
Left-Lateral-Ventricle	17.939	10434.6
Left-Inf-Lat-Vent	34.6123	550.3
Left-Cerebellum-White-Matter	86.1963	11402.8
Left-Cerebellum-Cortex	54.2578	52169.6
Left-Thalamus-Proper	80.2293	6006.3
Left-Caudate	68.8752	3598.9
Left-Putamen	76.5691	4962.0
Left-Pallidum	96.7276	1714.0
3rd-Ventricle	27.156	894.5
4th-Ventricle	16.163	2371.6
Brain-Stem	83.5181	17043.3
Left-Hippocampus	58.3848	3875.9
Left-Amygdala	54.8494	1439.0
CSF	34.9989	912.6
Left-Accumbens-area	65.1464	672.1
Left-VentralDC	87.6679	3490.3
Left-vessel	51.8889	56.8
Left-choroid-plexus	44.4176	761.2
Right-Lateral-Ventricle	23.4677	6143.4
Right-Inf-Lat-Vent	26.1026	515.9
Right-Cerebellum-White-Matter	86.8423	11555.0
Right-Cerebellum-Cortex	53.2967	51460.6
Right-Thalamus-Proper	80.83800000000001	5791.7
Right-Caudate	68.3496	3750.8
Right-Putamen	75.723	4709.6
Right-Pallidum	96.1151	1581.8
Right-Hippocampus	57.8203	4293.2
Right-Amygdala	55.6609	1666.7
Right-Accumbens-area	65.8042	605.6
Right-VentralDC	88.5107	3411.7
Right-vessel	47.8333	38.1
Right-choroid-plexus	47.453	562.2
5th-Ventricle	0.0	0.0
WM-hypointensities	65.8641	843.8
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	74.3597	164.1
CC_Posterior	101.4145	787.1
CC_Mid_Posterior	88.0044	409.7
CC_Central	93.4905	332.7
CC_Mid_Anterior	96.32799999999999	400.8
CC_Anterior	99.1429	814.3
