name	intensity-avg	volume
Left-Lateral-Ventricle	25.6521	4990.2
Left-Inf-Lat-Vent	39.4006	351.3
Left-Cerebellum-White-Matter	85.2003	16890.2
Left-Cerebellum-Cortex	57.9697	66027.1
Left-Thalamus-Proper	84.4968	7707.4
Left-Caudate	72.29	4588.1
Left-Putamen	79.3059	5696.3
Left-Pallidum	95.9889	1987.4
3rd-Ventricle	30.7154	924.5
4th-Ventricle	23.0506	1605.1
Brain-Stem	84.2741	24736.2
Left-Hippocampus	60.394	4330.7
Left-Amygdala	58.6955	1669.0
CSF	37.0976	741.7
Left-Accumbens-area	66.6015	820.4
Left-VentralDC	88.8611	4624.5
Left-vessel	56.8	48.3
Left-choroid-plexus	52.8662	374.7
Right-Lateral-Ventricle	25.3519	5595.4
Right-Inf-Lat-Vent	36.2376	454.8
Right-Cerebellum-White-Matter	85.6279	16972.6
Right-Cerebellum-Cortex	57.4007	63436.6
Right-Thalamus-Proper	82.5117	7337.9
Right-Caudate	71.9557	4423.8
Right-Putamen	78.7733	5615.9
Right-Pallidum	96.7583	1975.6
Right-Hippocampus	59.9627	4168.9
Right-Amygdala	60.0587	1672.6
Right-Accumbens-area	68.1808	759.1
Right-VentralDC	87.7537	4531.0
Right-vessel	47.0909	22.6
Right-choroid-plexus	49.3696	431.6
5th-Ventricle	0.0	0.0
WM-hypointensities	67.3401	1062.9
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	74.5122	184.7
CC_Posterior	103.5621	1090.0
CC_Mid_Posterior	99.5113	742.6
CC_Central	96.846	670.6
CC_Mid_Anterior	98.449	763.8
CC_Anterior	108.2995	963.2
