name	intensity-avg	volume
Left-Lateral-Ventricle	26.8364	4459.8
Left-Inf-Lat-Vent	36.94	382.0
Left-Cerebellum-White-Matter	85.1499	17997.0
Left-Cerebellum-Cortex	57.7547	72177.5
Left-Thalamus-Proper	81.7611	8166.3
Left-Caudate	68.1133	3823.2
Left-Putamen	73.1277	6199.6
Left-Pallidum	91.6357	2199.4
3rd-Ventricle	36.5384	799.2
4th-Ventricle	23.7221	2044.8
Brain-Stem	82.7656	28627.2
Left-Hippocampus	58.3561	4788.5
Left-Amygdala	57.4316	1964.3
CSF	39.4889	706.4
Left-Accumbens-area	63.3669	805.6
Left-VentralDC	87.4312	5122.8
Left-vessel	56.4062	48.8
Left-choroid-plexus	53.2397	567.4
Right-Lateral-Ventricle	28.4128	3710.5
Right-Inf-Lat-Vent	23.1823	744.7
Right-Cerebellum-White-Matter	85.1935	17386.3
Right-Cerebellum-Cortex	56.0325	68141.8
Right-Thalamus-Proper	81.0569	7835.8
Right-Caudate	67.1427	4049.1
Right-Putamen	72.383	5963.8
Right-Pallidum	90.8803	2149.8
Right-Hippocampus	56.4664	4888.0
Right-Amygdala	56.8391	2162.4
Right-Accumbens-area	64.1353	687.3
Right-VentralDC	87.7031	5043.7
Right-vessel	55.5	20.5
Right-choroid-plexus	53.9177	565.3
5th-Ventricle	0.0	0.0
WM-hypointensities	67.7671	1603.9
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	73.8222	157.7
CC_Posterior	99.0728	915.4
CC_Mid_Posterior	94.6809	545.2
CC_Central	94.569	709.0
CC_Mid_Anterior	99.1047	650.7
CC_Anterior	104.7136	807.4
