name	intensity-avg	volume
Left-Lateral-Ventricle	24.326999999999998	6428.6
Left-Inf-Lat-Vent	36.1062	254.7
Left-Cerebellum-White-Matter	84.9215	15086.9
Left-Cerebellum-Cortex	56.0582	64757.9
Left-Thalamus-Proper	79.8953	7136.2
Left-Caudate	68.253	4738.3
Left-Putamen	76.0554	5689.3
Left-Pallidum	92.4875	2238.0
3rd-Ventricle	32.5837	754.7
4th-Ventricle	21.7693	2083.6
Brain-Stem	83.4893	23303.0
Left-Hippocampus	57.8335	4196.7
Left-Amygdala	55.6757	1475.3
CSF	35.6638	1080.6
Left-Accumbens-area	64.0452	582.5
Left-VentralDC	85.69	4479.0
Left-vessel	51.8621	96.3
Left-choroid-plexus	47.9811	651.8
Right-Lateral-Ventricle	28.3978	4427.9
Right-Inf-Lat-Vent	27.9983	610.3
Right-Cerebellum-White-Matter	86.04700000000001	14267.0
Right-Cerebellum-Cortex	54.8187	61982.7
Right-Thalamus-Proper	83.0993	7490.9
Right-Caudate	68.1324	4678.8
Right-Putamen	75.1467	5773.5
Right-Pallidum	90.9062	2153.7
Right-Hippocampus	56.4791	4376.2
Right-Amygdala	56.5128	1650.4
Right-Accumbens-area	65.6591	710.4
Right-VentralDC	86.1646	4331.4
Right-vessel	44.6316	26.6
Right-choroid-plexus	49.4455	550.2
5th-Ventricle	0.0	0.0
WM-hypointensities	66.003	1232.5
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	70.1154	143.8
CC_Posterior	97.2573	900.4
CC_Mid_Posterior	90.4197	536.8
CC_Central	95.5605	519.5
CC_Mid_Anterior	97.2427	625.3
CC_Anterior	109.17200000000001	803.5
