name	intensity-avg	volume
Left-Lateral-Ventricle	24.6612	5698.3
Left-Inf-Lat-Vent	38.9239	344.7
Left-Cerebellum-White-Matter	84.6129	13618.2
Left-Cerebellum-Cortex	56.4752	58022.9
Left-Thalamus-Proper	83.2526	7717.7
Left-Caudate	71.7534	4071.8
Left-Putamen	78.7934	5112.5
Left-Pallidum	94.6745	2008.9
3rd-Ventricle	33.8731	590.9
4th-Ventricle	20.4239	1686.6
Brain-Stem	81.5289	21151.2
Left-Hippocampus	59.5925	3634.1
Left-Amygdala	56.7571	1304.0
CSF	37.259	900.6
Left-Accumbens-area	67.2052	661.3
Left-VentralDC	87.7734	4137.6
Left-vessel	52.7778	27.0
Left-choroid-plexus	50.7007	472.6
Right-Lateral-Ventricle	21.4716	6688.8
Right-Inf-Lat-Vent	37.4609	288.4
Right-Cerebellum-White-Matter	83.3881	13752.4
Right-Cerebellum-Cortex	53.6253	58833.0
Right-Thalamus-Proper	80.9187	7415.1
Right-Caudate	71.0573	4222.8
Right-Putamen	78.4441	5087.7
Right-Pallidum	95.3808	1992.9
Right-Hippocampus	58.2235	3498.1
Right-Amygdala	57.3298	1387.3
Right-Accumbens-area	67.2298	758.6
Right-VentralDC	86.7503	4067.4
Right-vessel	53.75	11.9
Right-choroid-plexus	47.776	602.2
5th-Ventricle	0.0	0.0
WM-hypointensities	68.2461	742.0
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	79.0	89.8
CC_Posterior	104.7347	1131.5
CC_Mid_Posterior	96.5122	832.2
CC_Central	97.4811	625.5
CC_Mid_Anterior	99.6979	617.5
CC_Anterior	108.1022	1006.6
