name	intensity-avg	volume
Left-Lateral-Ventricle	25.8372	4214.2
Left-Inf-Lat-Vent	43.1197	161.2
Left-Cerebellum-White-Matter	84.6348	11432.3
Left-Cerebellum-Cortex	55.8804	51947.3
Left-Thalamus-Proper	79.1721	7034.7
Left-Caudate	67.8484	3043.3
Left-Putamen	74.8998	4638.1
Left-Pallidum	89.1956	2049.3
3rd-Ventricle	32.3182	761.0
4th-Ventricle	20.6651	1410.3
Brain-Stem	78.7139	19454.7
Left-Hippocampus	57.077	3943.0
Left-Amygdala	58.1247	1359.3
CSF	32.6596	918.5
Left-Accumbens-area	62.0151	641.6
Left-VentralDC	82.0843	3687.1
Left-vessel	48.5714	13.4
Left-choroid-plexus	50.2715	651.8
Right-Lateral-Ventricle	27.0154	3964.2
Right-Inf-Lat-Vent	42.4096	184.2
Right-Cerebellum-White-Matter	83.5979	11142.0
Right-Cerebellum-Cortex	53.5673	51386.7
Right-Thalamus-Proper	78.2201	6832.0
Right-Caudate	67.7926	3130.3
Right-Putamen	72.8194	4711.0
Right-Pallidum	87.3041	1898.0
Right-Hippocampus	54.1484	4403.1
Right-Amygdala	55.2708	1731.4
Right-Accumbens-area	63.1128	600.5
Right-VentralDC	81.3732	3867.9
Right-vessel	40.0714	22.2
Right-choroid-plexus	48.516000000000005	552.1
5th-Ventricle	0.0	0.0
WM-hypointensities	71.226	1772.4
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	68.0462	139.4
CC_Posterior	98.6684	730.5
CC_Mid_Posterior	90.4428	368.6
CC_Central	90.2297	589.4
CC_Mid_Anterior	95.8042	435.3
CC_Anterior	99.5746	892.3
