name	intensity-avg	volume
Left-Lateral-Ventricle	22.4937	9393.0
Left-Inf-Lat-Vent	40.8235	242.4
Left-Cerebellum-White-Matter	84.4275	14119.8
Left-Cerebellum-Cortex	56.7393	57268.0
Left-Thalamus-Proper	82.1938	8292.2
Left-Caudate	70.2815	4483.9
Left-Putamen	77.4313	6415.9
Left-Pallidum	93.2006	2407.9
3rd-Ventricle	27.9251	812.9
4th-Ventricle	21.8378	1540.8
Brain-Stem	80.8141	22175.3
Left-Hippocampus	60.3309	3927.4
Left-Amygdala	57.2355	1694.2
CSF	38.5232	1076.1
Left-Accumbens-area	65.0321	800.0
Left-VentralDC	86.5706	4197.2
Left-vessel	50.2619	45.9
Left-choroid-plexus	48.4298	387.8
Right-Lateral-Ventricle	17.9298	11731.9
Right-Inf-Lat-Vent	31.3632	722.3
Right-Cerebellum-White-Matter	83.3261	14402.0
Right-Cerebellum-Cortex	53.7972	56680.0
Right-Thalamus-Proper	81.1786	8049.7
Right-Caudate	67.5609	4802.3
Right-Putamen	75.6616	6454.5
Right-Pallidum	90.9845	2330.0
Right-Hippocampus	57.8062	3913.0
Right-Amygdala	55.8038	1915.9
Right-Accumbens-area	66.0347	718.4
Right-VentralDC	84.7211	4386.6
Right-vessel	53.4375	27.0
Right-choroid-plexus	45.3093	600.7
5th-Ventricle	0.0	0.0
WM-hypointensities	66.8364	757.6
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	66.6099	165.4
CC_Posterior	101.4192	855.4
CC_Mid_Posterior	93.626	578.1
CC_Central	98.2733	465.1
CC_Mid_Anterior	94.7496	582.8
CC_Anterior	103.0979	975.8
