name	intensity-avg	volume
Left-Lateral-Ventricle	23.7301	6646.6
Left-Inf-Lat-Vent	42.5022	266.2
Left-Cerebellum-White-Matter	86.3956	13636.4
Left-Cerebellum-Cortex	56.8018	55211.4
Left-Thalamus-Proper	84.3313	7396.6
Left-Caudate	70.9666	3857.3
Left-Putamen	77.5399	4934.0
Left-Pallidum	93.7757	1807.7
3rd-Ventricle	31.2752	876.5
4th-Ventricle	24.0488	1942.6
Brain-Stem	84.5774	20191.3
Left-Hippocampus	60.1179	3829.0
Left-Amygdala	57.7406	1333.9
CSF	37.0997	1034.8
Left-Accumbens-area	66.112	627.8
Left-VentralDC	88.34100000000001	3783.9
Left-vessel	55.8	21.4
Left-choroid-plexus	49.0221	530.5
Right-Lateral-Ventricle	24.5538	6502.0
Right-Inf-Lat-Vent	27.7483	607.9
Right-Cerebellum-White-Matter	86.5085	13806.8
Right-Cerebellum-Cortex	56.3105	55193.7
Right-Thalamus-Proper	83.7916	6873.6
Right-Caudate	70.9111	3934.9
Right-Putamen	77.6414	5055.7
Right-Pallidum	94.1169	1860.1
Right-Hippocampus	58.3184	3618.6
Right-Amygdala	56.4335	1276.7
Right-Accumbens-area	68.4013	582.2
Right-VentralDC	90.2017	3808.4
Right-vessel	51.95	30.1
Right-choroid-plexus	48.5463	640.0
5th-Ventricle	0.0	0.0
WM-hypointensities	68.1188	738.0
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	75.6629	206.3
CC_Posterior	104.4149	1042.2
CC_Mid_Posterior	93.0092	593.0
CC_Central	96.0492	521.0
CC_Mid_Anterior	100.2216	516.8
CC_Anterior	102.4887	1089.8
